code,description,fee
92265,Ndl oculoelectromyography 1+,88.62
92270,Electro-oculography w/i&r,126.55
92273,Full field erg w/i&r,123.86
92274,Multifocal erg w/i&r,92.65
92283,Extnd color vision xm,55.39
92284,Dx dark adaptation exam i&r,33.23
92285,External ocular photography,23.83
92286,Ant sgm img i&r speclr mic,39.61
92287,Ant sgm img ir flrscn angrph,135.95
92311,Contact lens fitg aphakia 1,99.36
92312,Contact lens fitg aphakia ou,113.79
92313,C-lens fitg corneosclrl lens,96.0
92315,C-lens fitg tech aphakia 1,79.55
92316,C-lens fitg tech aphakia ou,98.35
92317,C-lens fitg tech corneosclrl,83.92
92325,Modification of contact lens,46.99
92326,Replacement of contact lens,39.27
92502,Ear and throat examination,86.94
92504,Ear microscopy examination,28.87
92507,Tx sp lang voice comm indiv,76.53
92508,Tx sp lang voice comm group,24.17
92511,Nasopharyngoscopy,116.48
92512,Nasal function studies,65.46
92516,Facial nerve function test,75.53
92517,Vemp test i&r cervical,73.85
92518,Vemp test i&r ocular,75.53
92519,Vemp tst i&r cervical&ocular,118.16
92520,Laryngeal function studies,91.3
92521,Evaluation of speech fluency,133.93
92522,Evaluate speech production,112.45
92523,Speech sound lang comprehen,227.59
92524,Behavral qualit analys voice,110.1
92526,Oral function therapy,84.59
92537,Caloric vstblr test w/rec,39.61
92538,Caloric vstblr test w/rec,21.82
92540,Basic vestibular evaluation,104.06
92541,Spontaneous nystagmus test,24.84
92542,Positional nystagmus test,28.53
92544,Optokinetic nystagmus test,17.79
92545,Oscillating tracking test,16.78
92546,Sinusoidal rotational test,135.28
92547,Supplemental electrical test,11.08
92548,Cdp-sot 6 cond w/i&r,47.67
92549,Cdp-sot 6 cond w/i&r mct&adt,62.77
92550,Tympanometry & reflex thresh,21.82
92552,Pure tone audiometry air,40.62
92553,Audiometry air & bone,49.34
92555,Speech threshold audiometry,29.88
92556,Speech audiometry complete,46.66
92557,Comprehensive hearing test,35.92
92562,Loudness balance test,49.34
92563,Tone decay hearing test,35.92
92565,Stenger test pure tone,22.49
92567,Tympanometry,16.11
92568,Acoustic refl threshold tst,15.44
92570,Acoustic immitance testing,31.55
92571,Filtered speech test,31.22
92572,Staggered spondaic word test,60.76
92575,Sensorineural acuity lvl tst,74.18
92576,Synthetic sentence id test,42.63
92577,Stenger test speech,22.83
92579,Visual audiometry (vra),43.3
92582,Conditioning play audiometry,87.28
92583,Select picture audiometry,61.76
92584,Electrocochleography,105.74
92587,Evoked auditory test limited,22.15
92588,Evoked auditory tst complete,33.9
92596,Ear protector evaluation,78.55
92597,Oral speech device eval,71.5
92601,Cochlear implt f/up exam <7,155.08
92602,Reprogram cochlear implt <7,97.68
92603,Cochlear implt f/up exam 7/>,146.35
92604,Reprogram cochlear implt 7/>,87.95
92607,Ex for speech device rx 1hr,122.86
92608,Ex for speech device rx addl,48.0
92609,Use of speech device service,103.05
92610,Evaluate swallowing function,85.26
92611,Motion fluoroscopy/swallow,91.97
92612,Endoscopy swallow (fees) vid,200.73
92613,Endoscopy swallow (fees) i&r,35.92
92614,Laryngoscopic sensory vid,152.4
92615,Laryngoscopic sensory i&r,32.22
92616,Fees w/laryngeal sense test,229.94
92617,Fees w/laryngeal sense i&r,39.95
92620,Auditory function 60 min,88.95
92621,Auditory function + 15 min,21.15
92622,Dx aly aud oi snd prcsr 1st,77.88
92623,Dx aly aud oi snd prcsr each,20.14
92625,Tinnitus assessment,66.13
92626,Eval aud funcj 1st hour,84.59
92627,Eval aud funcj ea addl 15,20.14
92640,Aud brainstem implt programg,106.74
92651,Aep hearing status deter i&r,80.56
92652,Aep thrshld est mlt freq i&r,108.42
92653,Aep neurodiagnostic i&r,80.56
92920,Prq trluml c angiop 1art&/br,389.05
92924,Prq trluml c athrc 1 art&/br,471.62
92928,Prq tcat plmt ntrac st 1 les,466.25
92930,Prq tcat plmt ntrac st 2+les,507.88
92933,Prq trlml c athrc st angiop1,556.21
92937,Prq trluml revsc cab grf 1,526.34
92941,Prq trlml revsc tot occl ami,592.47
92943,Prq trluml revsc ch occ ant,637.11
92945,Prq trl rvs ch occ ant&rtrgr,635.1
92950,Heart/lung resuscitation cpr,380.99
92953,Temporary external pacing,1.01
92960,Cardioversion electric ext,155.42
92961,Cardioversion electric int,216.51
92970,Cardioassist internal,163.81
92971,Cardioassist external,87.95
92972,Perq trluml coronry lithotrp,122.86
92973,Prq trluml c mchn asp thrmbc,81.9
92974,Cath place cardio brachytx,139.31
92986,Revision of aortic valve,1173.86
92987,Revision of mitral valve,1211.12
92990,Revision of pulmonary valve,970.77
92997,Pul art balloon repr percut,550.17
92998,Pul art balloon repr percut,276.26
93000,Electrocardiogram complete,15.44
93005,Electrocardiogram tracing,7.05
93010,Electrocardiogram report,8.39
93015,Cv stress test supvj i&r,73.85
93016,Cv stress test supvj only,20.81
93017,Cv stress test tracing only,39.27
93018,Cv stress test i&r only,13.76
93024,Ergonovine provocation test,115.47
93025,Microvolt t-wave assess,136.62
93040,Rhythm ecg with report,15.11
93041,Rhythm ecg tracing,8.06
93042,Rhythm ecg report,7.05
93050,Art pressure waveform analys,17.12
93145,Interrog crtd sins bat ip wo,55.05
93146,Interrog crtd sins bat ip w/,83.25
93150,Therapy activation ipnss,111.44
93151,Interrog&prgrmg ipnss,95.0
93152,Interrog&prgrmg ipnss polysm,146.35
93153,Interrog w/o prgrmg ipnss,58.41
93224,Xtrnl ecg rec up to 48 hrs,70.83
93225,Xtrnl ecg rec<48 hrs rec,18.13
93226,Xtrnl ecg rec<48 hr scan a/r,34.91
93227,Xtrnl ecg rec<48 hr r&i,17.79
93228,Remote 30 day ecg rev/report,25.18
93229,Remote 30 day ecg tech supp,762.32
93241,Xtrnl ecg rec>48hr<7d,280.62
93242,Ext ecg>48hr<7d recording,11.75
93243,Ext ecg>48hr<7d scan a/r,246.05
93244,Ext ecg>48hr<7d rev&interpj,22.83
93245,Ext ecg>7d<15d rec scan a/r,291.03
93246,Ext ecg>7d<15d recording,11.75
93247,Ext ecg>7d<15d scan a/r,254.44
93248,Ext ecg>7d<15d rev&interpj,24.84
93260,Prgrmg dev eval impltbl sys,75.86
93261,Interrogate subq defib,70.16
93264,Rem mntr wrls p-art prs snr,53.04
93268,Ecg record/review,170.52
93270,Remote 30 day ecg rev/report,8.39
93271,Ecg/monitoring and analysis,138.3
93272,Ecg/review interpret only,23.83
93278,Ecg/signal-averaged,33.23
93279,Prgrmg dev eval pm/ldls pm,67.14
93280,Pm device progr eval dual,78.88
93281,Pm device progr eval multi,83.25
93282,Prgrmg eval implantable dfb,78.88
93283,Prgrmg eval implantable dfb,97.01
93284,Prgrmg eval implantable dfb,104.73
93285,Prgrmg dev eval scrms ip,59.75
93286,Peri-px eval pm/ldls pm ip,44.64
93287,Peri-px device eval & prgr,52.03
93288,Interrog evl pm/ldls pm ip,55.72
93289,Interrog device eval heart,71.5
93290,Interrog dev eval icpms ip,52.7
93291,Interrog dev eval scrms ip,48.34
93292,Wcd device interrogate,51.69
93293,Pm phone r-strip device eval,39.95
93294,Rem interrog evl pm/ldls pm,29.54
93295,Dev interrog remote 1/2/mlt,36.25
93296,Rem interrog evl pm/ids,31.89
93297,Rem interrog dev eval icpms,61.09
93298,Rem interrog dev eval scrms,103.72
93303,Echo transthoracic,221.55
93304,Echo transthoracic,154.41
93306,Tte w/doppler complete,197.71
93307,Tte w/o doppler complete,138.63
93308,Tte f-up or lmtd,101.71
93312,Echo transesophageal,240.68
93313,Echo transesophageal,10.41
93314,Echo transesophageal,232.62
93316,Echo transesophageal,24.5
93319,3d echo img cgen car anomal,56.06
93320,Doppler echo complete,51.69
93321,Doppler echo f-up/lmtd std,25.51
93325,Doppler echo color flow mapg,23.83
93350,Stress tte only,186.3
93351,Stress tte complete,234.64
93352,Admin ecg contrast agent,35.92
93355,Echo transesophageal (tee),193.01
93356,Myocrd strain img spckl trck,36.92
93451,Right heart cath,855.64
93452,Left hrt cath w/ventrclgrphy,880.48
93453,R&l hrt cath w/ventriclgrphy,1120.48
93454,Coronary artery angio s&i,882.15
93455,Coronary art/grft angio s&i,984.2
93456,R hrt coronary artery angio,1099.0
93457,R hrt art/grft angio,1199.37
93458,L hrt artery/ventricle angio,1015.08
93459,L hrt art/grft angio,1092.96
93460,R&l hrt art/ventricle angio,1211.79
93461,R&l hrt art/ventricle angio,1335.65
93462,L hrt cath trnsptl puncture,204.76
93463,Drug admin & hemodynmic meas,96.34
93464,Exercise w/hemodynamic meas,224.23
93503,Insert/place heart catheter,81.9
93505,Endomyocardial biopsy,651.88
93563,Njx cgen car cth slctv c ang,50.69
93564,Njx cgen car cath slctv opac,53.71
93565,Njx car cth slctv lv/la ang,26.52
93566,Njx car cth slctv rv/ra ang,25.51
93567,Njx car cth sprvlv aortgrphy,36.92
93568,Njx car cth nslc p-art angrp,45.99
93569,Njx cth slct p-art angrp uni,37.26
93573,Njx cath slct p-art angrp bi,61.43
93574,Njx cath slct pulm vn angrph,67.47
93575,Njx cath slct p angrph mapca,90.63
93580,Transcath closure of asd,848.25
93581,Transcath closure of vsd,1151.37
93582,Perq transcath closure pda,574.34
93583,Perq transcath septal reduxn,644.16
93584,Vngrph chd anom/persist svc,49.01
93585,Vngrph chd azygs/hemiazygs,46.32
93586,Vngrph chd coronary sinus,59.75
93587,Vngrph chd vnvn cltrl at/abv,86.94
93588,Vngrph chd vnvn cltrl below,87.61
93590,Perq transcath cls mitral,917.06
93591,Perq transcath cls aortic,755.6
93592,Perq transcath closure each,328.63
93613,Intracardiac ephys 3d mapg,249.07
93642,Ep evl 1/2chmb trnsvns cvdfb,331.65
93644,Ep eval subq impl dfb,189.99
93650,Icar cath abltj av node func,499.48
93653,Compre ep eval tx svt,714.99
93654,Compre ep eval tx vt,861.68
93655,Icar cath abltj dscrt arrhyt,262.16
93656,Compre ep eval abltj atr fib,810.66
93657,Tx l/r atrial fib addl,262.16
93660,Tilt table evaluation,169.18
93668,Peripheral vascular rehab,15.44
93701,Bioimpedance cv analysis,27.19
93702,Bis xtracell fluid analysis,133.26
93724,Elec alys antitchycar pm sys,278.61
93750,Interrogation vad in person,53.37
93784,Ambl bp mntr w/software,48.0
93786,Ambl bp mntr w/sw rec only,23.83
93788,Ambl bp mntr w/sw a/r,6.04
93790,Ambl bp mntr w/sw i&r,18.13
93792,Pt/caregiver traing home inr,72.84
93793,Anticoag mgmt pt warfarin,11.75
93797,Phys/qhp op car rhab wo ecg,17.79
93798,Phys/qhp op car rhab w/ecg,26.18
93880,Extracranial bilat study,189.99
93882,Extracranial uni/ltd study,124.54
93886,Intracranial complete study,271.23
93888,Intracranial limited study,171.19
93892,Tcd emboli detect w/o inj,307.81
93893,Tcd std icr art ven-art shnt,367.56
93896,Vsrctv std tcd icr art compl,188.31
93897,Emboli detcj wo iv mbubb njx,238.66
93898,Ven-artl shunt det mbubb njx,263.84
93922,Upr/l xtremity art 2 levels,83.58
93923,Upr/lxtr art stdy 3+ lvls,134.27
93924,Lwr xtr vasc stdy bilat,166.16
93925,Lower extremity study,238.66
93926,Lower extremity study,140.65
93930,Upper extremity study,199.73
93931,Upper extremity study,121.51
93970,Extremity study,184.96
93971,Extremity study,116.81
93975,Vascular study,260.48
93976,Vascular study,156.76
93978,Vascular study,181.26
93979,Vascular study,117.15
93980,Penile vascular study,121.51
93981,Penile vascular study,73.85
93985,Dup-scan hemo compl bi std,250.41
93986,Dup-scan hemo compl uni std,149.04
93990,Doppler flow testing,145.01
94002,Vent mgmt inpat init day,86.27
94003,Vent mgmt inpat subq day,59.41
94004,Vent mgmt nf per day,43.97
94010,Breathing capacity test,29.88
94011,Spirometry up to 2 yrs old,72.17
94012,Spirmtry w/brnchdil inf-2 yr,117.82
94013,Meas lung vol thru 2 yrs,16.78
94014,Patient recorded spirometry,60.09
94015,Patient recorded spirometry,35.25
94016,Review patient spirometry,24.84
94060,Evaluation of wheezing,43.64
94070,Evaluation of wheezing,70.16
94200,Lung function test (mbc/mvv),16.45
94375,Respiratory flow volume loop,42.3
94450,Breathing response hypoxia,114.13
94452,Hast w/i&r phys/qhp,57.74
94453,Hast w/suppl oxygen titrj,76.2
94610,Intrapulm surfactant admn,48.0
94617,Exercise tst brncspsm w/ecg,93.65
94618,Pulmonary stress testing,37.26
94619,Exercise tst brncspsm wo ecg,67.14
94621,Cardiopulm exercise testing,166.49
94625,Phy/qhp op pulm rhb w/o mntr,87.61
94626,Phy/qhp op pulm rhb w/mntr,109.77
94640,Airway inhalation treatment,8.73
94644,Cont inhlj tx 1st hour,62.77
94645,Cont inhlj tx each addl hour,16.78
94660,Cpap initiation&mgmt,69.48
94664,Demo&/eval pt use inhaler,20.14
94667,Mnpj chest wall 1st,27.53
94668,Mnpj chest wall sbsq,39.27
94669,Mechanical chest wall oscill,25.85
94680,O2 uptk rst&xers dir simple,58.07
94681,O2 uptk co2 outp % o2 xtrc,50.35
94690,O2 uptk rest indirect,52.7
94726,Plethysmography lung volumes,64.11
94727,Gas dil/wshot deter lng vol,50.02
94728,Airwy resist by oscillometry,48.34
94729,Diffusing capacity,63.78
94762,N-invas ear/pls oximtry cont,24.17
94780,Cars/bd tst inft-12mo 60 min,55.39
94781,Cars/bd tst inft-12mo +30min,22.15
95004,Perq tests w/alrgnc xtrcs,3.69
95012,Nitric oxide exp gas deter,19.8
95017,All tstg perq&iq w/venoms,8.06
95018,All tstg perq&iq drugs/biol,19.13
95024,Iq tests w/allergenic xtrcs,7.72
95027,Iq tsts seql&incrl airborne,4.7
95028,Iq tsts allergy delayed rxn,12.42
95044,Patch/application tests,5.04
95052,Photo patch tests,6.04
95056,Photo tests,52.03
95060,Oph mucous membrane tests,40.95
95065,Dir nsl mucous membrane test,28.2
95070,Inhlj brncl challenge tstg,39.95
95076,Ingest challenge ini 120 min,123.86
95079,Ingest challenge addl 60 min,85.26
95115,Immunotherapy one injection,10.41
95117,Immunotherapy injections,12.42
95144,Antigen therapy services,21.15
95145,Antigen therapy services,34.24
95146,Antigen therapy services,62.77
95147,Antigen therapy services,60.42
95148,Antigen therapy services,89.63
95149,Antigen therapy services,119.16
95165,Antigen therapy services,17.46
95170,Antigen therapy services,10.74
95180,Rapid desensitization,138.3
95249,Cont gluc mntr pt prov eqp,70.16
95250,Cont gluc mntr phys/qhp eqp,153.4
95251,Cont gluc mntr analysis i&r,35.25
95717,Eeg phys/qhp 2-12 hr w/o vid,110.44
95718,Eeg phys/qhp 2-12 hr w/veeg,138.63
95719,Eeg phys/qhp ea incr w/o vid,165.82
95720,Eeg phy/qhp ea incr w/veeg,213.15
95721,Eeg phy/qhp>36<60 hr w/o vid,219.53
95722,Eeg phy/qhp>36<60 hr w/veeg,264.85
95723,Eeg phy/qhp>60<84 hr w/o vid,265.85
95724,Eeg phy/qhp>60<84 hr w/veeg,335.68
95725,Eeg phy/qhp>84 hr w/o vid,306.47
95726,Eeg phy/qhp>84 hr w/veeg,428.66
95782,Polysom <6 yrs 4/> paramtrs,1014.75
95783,Polysom <6 yrs cpap/bilvl,1074.5
95800,Slp stdy unattended,141.99
95801,Slp stdy unatnd w/anal,104.39
95803,Actigraphy testing,135.95
95805,Multiple sleep latency test,482.03
95806,Sleep study unatt&resp efft,103.72
95807,Sleep study attended,445.78
95808,Polysom any age 1-3> param,514.93
95810,Polysom 6/> yrs 4/> param,677.06
95811,Polysom 6/>yrs cpap 4/> parm,711.3
95812,Eeg 41-60 minutes,385.02
95813,Eeg extnd mntr 61-119 min,482.03
95816,Eeg awake and drowsy,415.57
95819,Eeg awake and asleep,484.71
95822,Eeg coma or sleep only,449.13
95829,Surgery electrocorticogram,1983.17
95830,Insert electrodes for eeg,721.03
95836,Ecog impltd brn npgt <30 d,107.75
95851,Range of motion measurements,26.18
95852,Range of motion measurements,21.48
95857,Cholinesterase challenge,67.81
95860,Needle emg 1 extremity,120.17
95861,Needle emg 2 extremities,162.8
95863,Needle emg 3 extremities,221.55
95864,Needle emg 4 extremities,241.69
95865,Needle emg larynx,154.41
95866,Needle emg hemidiaphragm,136.96
95867,Ndl emg cranial nrv musc uni,107.75
95868,Ndl emg cranial nrv musc bi,129.91
95869,Ndl emg thrc paraspinal musc,95.67
95870,Ndl emg lmtd std musc 1 xtr,86.94
95872,Ndl emg single fiber eltrd,216.51
95873,Guide nerv destr elec stim,76.53
95874,Guide nerv destr needle emg,80.9
95875,Limb exercise test,129.23
95885,Musc tst done w/nerv tst lim,64.79
95886,Musc test done w/n test comp,100.37
95887,Musc tst done w/n tst nonext,88.62
95905,Motor &/ sens nrve cndj test,33.57
95907,Nvr cndj tst 1-2 studies,94.66
95908,Nrv cndj tst 3-4 studies,118.83
95909,Nrv cndj tst 5-6 studies,142.66
95910,Nrv cndj test 7-8 studies,185.63
95911,Nrv cndj test 9-10 studies,221.21
95912,Nrv cndj test 11-12 studies,256.12
95913,Nrv cndj test 13/> studies,301.44
95919,Quan puplmtry phy/qhp uni/bi,16.78
95921,Autonomic nrv parasym inervj,90.63
95922,Autonomic nrv adrenrg inervj,91.64
95923,Autonomic nrv syst funj test,123.19
95924,Ans parasymp & symp w/tilt,155.42
95925,Somatosensory testing,152.4
95926,Somatosensory testing,136.62
95927,Somatosensory testing,170.86
95928,C motor evoked uppr limbs,257.46
95929,C motor evoked lwr limbs,251.42
95930,Visual ep test cns w/i&r,68.14
95933,Blink reflex test,85.93
95937,Neuromuscular junction test,107.08
95938,Somatosensory testing,402.14
95939,C motor evoked upr&lwr limbs,592.13
95940,Ionm in operatng room 15 min,26.85
95954,Eeg monitoring/giving drugs,381.33
95955,Eeg during surgery,198.72
95957,Eeg digital analysis,311.51
95958,Eeg monitoring/function test,768.36
95961,Electrode stimulation brain,366.89
95962,Electrode stim brain add-on,309.49
95970,Alys npgt w/o prgrmg,19.8
95971,Alys smpl sp/pn npgt w/prgrm,50.69
95972,Alys cplx sp/pn npgt w/prgrm,60.09
95976,Alys smpl cn npgt prgrmg,38.27
95977,Alys cplx cn npgt prgrmg,51.02
95980,Io anal gast n-stim init,41.62
95981,Io anal gast n-stim subsq,43.97
95982,Io ga n-stim subsq w/reprog,64.79
95983,Alys brn npgt prgrmg 15 min,52.03
95984,Alys brn npgt prgrmg addl 15,45.32
95990,Spin/brain pump refil & main,98.69
95991,Spin/brain pump refil & main,116.48
95992,Canalith repositioning proc,40.95
96000,Motion analysis video/3d,70.83
96001,Motion test w/ft press meas,87.28
96002,Dynamic surface emg,18.13
96004,Phys review of motion tests,106.74
96105,Assessment of aphasia,97.68
96112,Devel tst phys/qhp 1st hr,125.88
96113,Devel tst phys/qhp ea addl,56.39
96116,Nubhvl xm phys/qhp 1st hr,94.66
96121,Nubhvl xm phy/qhp ea addl hr,75.86
96125,Cognitive test by hc pro,103.39
96127,Brief emotional/behav assmt,5.04
96130,Psycl tst eval phys/qhp 1st,124.54
96131,Psycl tst eval phys/qhp ea,86.94
96132,Nrpsyc tst eval phys/qhp 1st,122.86
96133,Nrpsyc tst eval phys/qhp ea,98.35
